Geneid	Chr	Start	End	Strand	Length	trt_1	trt_2	trt_3	ctr_1	ctr_2	ctr_3
gene:AT3G20997	3	7362743	7363081	-	339	0	0	0	0	0	0
gene:AT3G21000	3	7363880	7365391	+	1512	0	0	0	0	0	0
gene:AT3G21055	3	7376432	7377226	-	795	6067	1580	1880	3526	6825	2590
gene:AT3G21060	3	7377391	7380213	+	2823	511	126	49	246	328	144
gene:AT3G21070	3	7380191	7384163	-	3973	2448	466	532	132	164	24
gene:AT3G21080	3	7388258	7390031	-	1774	12	31	0	0	0	0
gene:AT3G21090	3	7391286	7395096	-	3811	0	4	0	0	0	0
gene:AT3G21100	3	7398959	7402525	+	3567	2	0	20	76	83	76
gene:AT3G21110	3	7402477	7405674	-	3198	152	12	57	53	134	52
gene:AT3G21120	3	7406326	7407429	+	1104	0	0	0	0	0	0
gene:AT3G21130	3	7408246	7409349	+	1104	0	0	0	0	0	0
gene:AT3G21140	3	7409421	7412457	-	3037	1144	442	306	278	296	85
gene:AT3G21150	3	7412445	7413727	-	1283	453	69	88	4	0	12
gene:AT3G21160	3	7413776	7418484	-	4709	563	82	85	151	227	87
gene:AT3G21165	3	7418695	7419441	+	747	0	0	0	0	0	0
gene:AT3G21170	3	7419917	7421366	+	1450	1	0	0	0	0	0
gene:AT3G21175	3	7422026	7424989	+	2964	289	11	94	99	133	37
gene:AT3G21180	3	7425476	7432365	+	6890	0	1	0	0	1	1
gene:AT3G21190	3	7432193	7434743	-	2551	482	58	77	227	219	65
gene:AT3G21200	3	7436026	7438011	+	1986	639	31	197	380	597	238
gene:AT3G21210	3	7437964	7440826	-	2863	161	3	24	30	58	16
gene:AT3G21215	3	7441451	7445312	-	3862	1079	235	304	220	328	140
gene:AT3G21220	3	7445604	7448498	+	2895	1534	326	421	310	189	65
gene:AT3G21230	3	7448040	7452106	-	4067	767	188	104	186	223	187
gene:AT3G21240	3	7454269	7457404	-	3136	2254	793	334	369	380	192
gene:AT3G21250	3	7457433	7463644	-	6212	106	30	72	295	343	92
gene:AT3G21260	3	7463834	7465975	-	2142	6	0	0	34	32	27
gene:AT3G21270	3	7474544	7475903	+	1360	141	64	27	40	99	66
gene:AT3G21280	3	7477930	7482125	-	4196	41	25	2	34	88	94
gene:AT3G21290	3	7482106	7488935	+	6830	528	49	110	241	291	170
gene:AT3G21295	3	7489167	7492896	+	3730	935	240	198	138	129	45
gene:AT3G21300	3	7492739	7496371	-	3633	1290	116	141	19	121	15
gene:AT3G21305	3	7492980	7493434	+	455	905	56	135	0	0	0
gene:AT3G21310	3	7497240	7500323	+	3084	28	0	3	20	17	11
gene:AT3G21320	3	7498812	7501888	-	3077	95	0	16	0	6	0
gene:AT3G21330	3	7507240	7509186	+	1947	0	0	1	0	0	0
gene:AT3G21340	3	7511756	7516073	-	4318	0	0	0	0	0	0
gene:AT3G21350	3	7517070	7518777	+	1708	34	0	47	233	119	24
gene:AT3G21351	3	7518784	7519477	+	694	0	0	0	0	0	0
gene:AT3G21352	3	7519865	7520549	+	685	0	0	0	0	0	0
gene:AT3G21360	3	7522804	7524580	+	1777	26	14	1	64	51	40
gene:AT3G21370	3	7524054	7527677	-	3624	0	0	1	1	0	0
gene:AT3G21371	3	7527704	7527910	+	207	0	0	0	0	0	0
gene:AT3G21380	3	7528181	7530686	+	2506	0	0	0	5	0	0
gene:AT3G21390	3	7531353	7534600	+	3248	0	0	14	133	93	15
gene:AT3G21400	3	7534580	7536523	-	1944	94	2	21	121	75	69
gene:AT3G21405	3	7536082	7536288	+	207	0	0	0	3	4	0
gene:AT3G21410	3	7536719	7537951	-	1233	0	1	0	0	0	1
gene:AT3G21420	3	7541384	7543560	+	2177	70	0	0	16	8	0
gene:AT3G21430	3	7543772	7553682	-	9911	140	110	122	320	547	170
gene:AT3G21450	3	7553965	7555236	-	1272	0	0	0	0	1	0
gene:AT3G21460	3	7557297	7557969	-	673	0	0	8	155	180	40
gene:AT3G21465	3	7560688	7563472	+	2785	5	0	8	69	189	18
gene:AT3G21470	3	7563503	7565160	+	1658	1	0	3	40	4	20
gene:AT3G21473	3	7565166	7567014	+	1849	0	0	0	0	0	0
gene:AT3G21480	3	7567565	7572202	+	4638	915	239	267	98	180	75
gene:AT3G21490	3	7573065	7573669	+	605	0	0	0	0	0	0
gene:AT3G21500	3	7573560	7576721	-	3162	0	1	0	0	0	0
gene:AT3G21510	3	7577712	7579789	-	2078	81	0	18	53	81	50
gene:AT3G21520	3	7581959	7582793	+	835	137	36	1	0	0	0
gene:AT3G21530	3	7582740	7585856	-	3117	2	0	20	9	64	24
gene:AT3G21540	3	7585886	7590998	-	5113	841	334	241	126	218	13
gene:AT3G21550	3	7591394	7592373	-	980	1310	253	198	447	648	276
gene:AT3G21560	3	7595680	7597607	+	1928	84	4	57	23	94	26
gene:AT3G21570	3	7599782	7600920	-	1139	1	0	0	0	0	0
gene:AT3G21580	3	7601822	7603899	-	2078	127	0	31	96	115	20
gene:AT3G21590	3	7603939	7605914	-	1976	0	0	0	0	0	0
gene:AT3G21600	3	7606460	7608477	-	2018	5	63	103	161	201	53
gene:AT3G21610	3	7608942	7610803	-	1862	143	17	5	274	194	107
gene:AT3G21620	3	7610958	7614493	-	3536	0	1	0	0	0	0
gene:AT3G21630	3	7615357	7618671	-	3315	2932	406	537	267	197	99
gene:AT3G21640	3	7618851	7621477	-	2627	275	123	265	133	180	57
gene:AT3G21650	3	7621569	7624133	-	2565	486	144	240	229	181	166
gene:AT3G21660	3	7624406	7626654	-	2249	75	19	13	0	0	5
gene:AT3G21670	3	7626757	7629205	-	2449	46	0	39	43	72	1
gene:AT3G21680	3	7633214	7634223	-	1010	0	2	25	1	0	16
gene:AT3G21690	3	7638584	7642389	+	3806	701	367	740	313	204	70
gene:AT3G21700	3	7644265	7646640	+	2376	86	8	8	40	87	47
gene:AT3G21710	3	7648316	7649894	+	1579	7	2	0	0	0	0
gene:AT3G21720	3	7652487	7656053	-	3567	0	2	0	0	0	0
gene:AT3G21730	3	7659535	7661232	-	1698	0	0	0	0	0	0
gene:AT3G21740	3	7662186	7664098	-	1913	0	0	6	80	80	48
gene:AT3G21750	3	7664345	7666305	+	1961	85	151	96	453	468	155
gene:AT3G21760	3	7667027	7668724	+	1698	197	64	158	339	453	118
gene:AT3G21770	3	7673276	7674839	+	1564	57	4	9	20	50	17
gene:AT3G21780	3	7674904	7676519	-	1616	891	343	322	0	1	5
gene:AT3G21790	3	7676818	7678542	-	1725	118	15	39	52	160	36
gene:AT3G21800	3	7680106	7681797	-	1692	0	0	0	0	0	0
gene:AT3G21810	3	7684356	7688616	+	4261	1152	164	102	167	231	170
gene:AT3G21820	3	7688434	7691567	-	3134	420	19	6	91	194	47
gene:AT3G21825	3	7692122	7692488	-	367	0	0	0	0	0	0
gene:AT3G21830	3	7693481	7693939	-	459	0	0	0	0	0	0
gene:AT3G21840	3	7695228	7695936	-	709	0	0	0	0	0	0
gene:AT3G21850	3	7697033	7697616	-	584	0	0	0	0	0	0
gene:AT3G21860	3	7699723	7700446	-	724	0	0	0	0	0	0
gene:AT3G21865	3	7701003	7703504	-	2502	1086	98	229	291	364	192
gene:AT3G21870	3	7703799	7704958	-	1160	0	0	9	12	52	12
gene:AT3G21880	3	7706257	7708346	+	2090	0	0	0	0	0	0
gene:AT3G21890	3	7708833	7709933	-	1101	0	0	0	0	0	0
gene:AT3G21900	3	7715348	7716387	+	1040	0	0	0	0	0	0
gene:AT3G21910	3	7717268	7718405	+	1138	1	0	0	0	1	0
gene:AT3G21920	3	7720597	7721744	+	1148	0	0	0	0	0	0
gene:AT3G21930	3	7723242	7724361	+	1120	0	0	0	0	0	0
gene:AT3G21940	3	7729646	7731249	+	1604	0	0	0	0	0	1
gene:AT3G21945	3	7732263	7733294	+	1032	0	0	0	0	0	0
gene:AT3G21950	3	7734219	7736493	+	2275	3	0	0	0	0	0
gene:AT3G21960	3	7736980	7738218	+	1239	0	0	0	0	0	0
gene:AT3G21970	3	7742250	7743659	+	1410	0	0	0	0	0	0
gene:AT3G21980	3	7745143	7746200	+	1058	0	0	0	0	0	0
gene:AT3G21990	3	7749247	7750602	+	1356	0	0	0	0	0	0
gene:AT3G22000	3	7751686	7753348	+	1663	0	0	0	0	0	0
gene:AT3G22010	3	7754311	7755762	+	1452	0	0	0	0	0	0
gene:AT3G22020	3	7756458	7757491	+	1034	0	0	0	0	0	0
gene:AT3G22022	3	7757829	7758032	+	204	0	0	0	0	0	0
gene:AT3G22030	3	7759317	7760738	+	1422	1	0	0	0	0	0
gene:AT3G22040	3	7761807	7762751	+	945	0	0	0	0	0	0
gene:AT3G22050	3	7763968	7765326	+	1359	1	0	0	1	0	0
gene:AT3G22053	3	7767433	7768526	+	1094	0	0	0	0	0	0
gene:AT3G22057	3	7769346	7770261	+	916	0	0	0	0	0	0
gene:AT3G22060	3	7770899	7772357	+	1459	685	154	303	4	48	2
gene:AT3G22070	3	7775329	7776109	-	781	38	6	26	135	134	33
gene:AT3G22080	3	7777818	7779243	-	1426	0	0	0	0	0	0
gene:AT3G22085	3	7780126	7781718	-	1593	0	0	0	0	0	0
gene:AT3G22090	3	7782910	7783561	+	652	0	0	0	0	0	0
gene:AT3G22100	3	7783638	7784469	-	832	9	3	8	11	11	0
gene:AT3G22104	3	7789342	7792410	+	3069	128	45	6	105	204	77
gene:AT3G22110	3	7792549	7794262	-	1714	973	138	244	452	628	210
gene:AT3G22120	3	7794758	7796460	-	1703	1279	747	933	1753	3056	753
gene:AT3G22125	3	7803338	7808056	+	4719	27100	9241	10550	6362	5932	2616
gene:AT3G22142	3	7803492	7808046	-	4555	27100	9241	10550	6362	5932	2616
gene:AT3G22150	3	7812861	7816011	+	3151	582	52	68	456	591	327
gene:AT3G22160	3	7817779	7818985	-	1207	2796	685	614	75	84	57
gene:AT3G22170	3	7821997	7826196	-	4200	926	286	543	794	740	337
gene:AT3G22180	3	7827036	7830856	+	3821	91	24	14	103	110	66
gene:AT3G22190	3	7830905	7834135	-	3231	110	124	120	317	451	124
gene:AT3G22183	3	7831129	7831371	+	243	0	6	3	63	42	32
gene:AT3G22200	3	7835144	7839061	+	3918	1613	504	441	666	967	466
gene:AT3G22210	3	7838784	7839467	-	684	668	17	166	318	628	245
gene:AT3G22220	3	7839504	7842874	-	3371	377	33	99	289	311	98
gene:AT3G22230	3	7843536	7844597	-	1062	1513	296	268	582	1186	213
gene:AT3G22231	3	7845823	7846833	-	1011	363	344	293	9	15	4
gene:AT3G22235	3	7854419	7855814	-	1396	234	9	427	39	12	4
gene:AT3G22240	3	7863606	7864895	-	1290	264	93	21	5	10	0
gene:AT3G22250	3	7867753	7870229	+	2477	0	22	0	0	1	0
gene:AT3G22260	3	7870826	7873597	+	2772	393	150	132	21	21	47
gene:AT3G22270	3	7874145	7878812	+	4668	2070	235	319	421	493	435
gene:AT3G22275	3	7878807	7879810	-	1004	556	236	166	0	0	0
gene:AT3G22290	3	7881547	7885592	+	4046	1365	316	382	269	490	202
gene:AT3G22300	3	7885637	7886876	+	1240	311	134	58	113	160	50
gene:AT3G22310	3	7887276	7890153	+	2878	3079	1185	992	222	346	133
gene:AT3G22320	3	7890803	7892349	-	1547	545	162	450	544	486	233
gene:AT3G22330	3	7892508	7895499	+	2992	1396	465	709	392	308	135
gene:AT3G22333	3	7896153	7896764	+	612	0	0	0	0	4	0
gene:AT3G22337	3	7896819	7897426	+	608	0	0	0	0	0	0
gene:AT3G22345	3	7899215	7900514	+	1300	0	0	0	0	0	0
gene:AT3G22350	3	7901905	7903041	+	1137	0	0	0	0	0	0
gene:AT3G22360	3	7904097	7905576	+	1480	39	23	0	11	1	22
gene:AT3G22370	3	7906521	7908746	+	2226	12738	2726	2713	65	119	50
gene:AT3G22380	3	7912905	7919707	+	6803	6536	1886	1306	2454	3913	1507
gene:AT3G22400	3	7926728	7931351	+	4624	1832	384	231	318	324	130
gene:AT3G22410	3	7933119	7935925	-	2807	44	17	7	137	171	130
gene:AT3G22415	3	7940914	7941785	+	872	155	38	46	13	104	98
gene:AT3G22420	3	7946408	7949177	+	2770	176	29	121	295	403	175
gene:AT3G22421	3	7949106	7950440	-	1335	0	0	0	0	2	0
gene:AT3G22425	3	7951023	7953223	+	2201	38	41	48	164	96	51
gene:AT3G22430	3	7953260	7958142	+	4883	768	37	129	55	246	129
gene:AT3G22436	3	7957898	7958156	-	259	0	26	16	0	10	0
gene:AT3G22440	3	7959753	7962371	+	2619	5510	1397	1208	3013	2970	1367
gene:AT3G22450	3	7962307	7963516	+	1210	63	0	9	41	33	1
gene:AT3G22460	3	7963855	7965907	+	2053	0	0	0	7	1	0
gene:AT3G22470	3	7965954	7967990	-	2037	0	2	15	31	27	23
gene:AT3G22480	3	7967989	7969705	+	1717	263	126	215	164	220	202
gene:AT3G22490	3	7969681	7970843	-	1163	0	0	0	0	8	1
gene:AT3G22500	3	7971625	7972907	-	1283	0	0	0	0	0	0
gene:AT3G22510	3	7973394	7974395	+	1002	0	0	0	0	0	0
gene:AT3G22520	3	7974720	7978648	+	3929	1229	299	410	550	766	293
gene:AT3G22530	3	7977604	7978635	-	1032	675	265	283	171	254	108
gene:AT3G22540	3	7984076	7984833	-	758	0	48	0	0	2	0
gene:AT3G22550	3	7991403	7993588	-	2186	58	1	15	71	70	17
gene:AT3G22560	3	7998625	7999552	-	928	0	0	0	0	0	0
gene:AT3G22565	3	7999419	8001340	+	1922	0	0	0	0	0	0
gene:AT3G22570	3	7999707	8001263	-	1557	0	0	0	0	0	0
gene:AT3G22580	3	8002762	8003145	-	384	0	0	0	0	0	0
gene:AT3G22590	3	8003898	8005902	+	2005	294	26	150	127	203	117
gene:AT3G22600	3	8006249	8007836	-	1588	470	136	8	21	25	0
gene:AT3G22620	3	8008534	8009590	+	1057	25	18	0	0	3	1
gene:AT3G22630	3	8009540	8010862	-	1323	456	204	249	119	239	91
gene:AT3G22640	3	8011724	8013941	-	2218	0	0	0	0	0	0
gene:AT3G22650	3	8014809	8015960	+	1152	0	0	0	0	3	0
gene:AT3G22660	3	8016051	8017508	-	1458	1893	489	524	372	340	154
gene:AT3G22680	3	8017633	8020508	+	2876	11	8	0	166	111	77
gene:AT3G22670	3	8017654	8019552	-	1899	11	1	0	14	12	30
gene:AT3G22690	3	8021229	8024594	-	3366	77	0	22	47	78	53
gene:AT3G22700	3	8024794	8025906	-	1113	0	0	0	0	0	0
gene:AT3G22710	3	8026202	8027274	-	1073	0	0	0	0	0	0
gene:AT3G22720	3	8028961	8030100	-	1140	0	0	0	0	0	0
gene:AT3G22723	3	8030474	8030629	+	156	0	0	0	0	0	0
gene:AT3G22730	3	8031341	8032459	-	1119	0	0	0	0	0	0
gene:AT3G22740	3	8032917	8036005	-	3089	4	0	5	1	0	0
gene:AT3G22750	3	8037139	8040152	-	3014	31	74	21	64	100	115
gene:AT3G22760	3	8044410	8048263	+	3854	1	84	39	83	239	202
gene:AT3G22770	3	8047684	8048667	-	984	0	51	0	0	0	0
gene:AT3G22780	3	8048802	8052504	+	3703	272	131	93	239	470	229
gene:AT3G22790	3	8052219	8058782	-	6564	152	104	67	184	449	123
gene:AT3G22800	3	8062712	8064649	-	1938	2	3	2	0	0	1
gene:AT3G22810	3	8068418	8071795	+	3378	298	2	8	229	195	90
gene:AT3G22820	3	8073258	8074178	-	921	0	1	0	0	1	0
gene:AT3G22830	3	8078789	8081059	+	2271	0	0	9	0	6	3
gene:AT3G22840	3	8084405	8085669	-	1265	0	2	0	0	0	4
gene:AT3G22845	3	8087238	8088824	+	1587	1017	11	293	266	314	253
gene:AT3G22850	3	8088810	8090470	+	1661	680	225	461	96	249	66
gene:AT3G22860	3	8090654	8093248	-	2595	1	0	0	1	3	0
gene:AT3G22870	3	8096230	8097471	+	1242	0	0	0	0	0	0
gene:AT3G22880	3	8097678	8100932	-	3255	19	0	0	42	30	51
gene:AT3G22890	3	8112614	8115024	+	2411	15205	6263	5855	3179	2801	1684
gene:AT3G22900	3	8115065	8116253	+	1189	0	15	2	35	33	9
gene:AT3G22910	3	8116292	8119490	-	3199	3041	976	1016	6	16	17
gene:AT3G22920	3	8122598	8123432	-	835	0	0	0	0	0	0
gene:AT3G22930	3	8124020	8125931	-	1912	132	67	69	52	72	21
gene:AT3G22935	3	8130391	8131130	+	740	0	0	0	0	0	0
gene:AT3G22940	3	8131468	8132706	+	1239	0	0	0	0	0	0
gene:AT3G22942	3	8134077	8136204	+	2128	142	25	262	86	115	79
gene:AT3G22950	3	8136181	8138084	-	1904	1540	124	232	230	207	104
gene:AT3G22960	3	8139185	8142052	+	2868	2814	697	1118	2059	2201	933
gene:AT3G22961	3	8142070	8143027	+	958	95	0	0	0	14	0
gene:AT3G22970	3	8152038	8154149	+	2112	978	196	474	1134	1830	654
gene:AT3G22980	3	8160075	8163788	-	3714	639	340	145	218	232	93
gene:AT3G22990	3	8163941	8166350	+	2410	96	48	44	187	162	36
gene:AT3G23000	3	8172479	8174142	+	1664	343	189	315	594	524	497
gene:AT3G23010	3	8174341	8176911	+	2571	422	26	64	17	25	22
gene:AT3G23020	3	8177002	8180122	-	3121	21	0	227	178	101	43
gene:AT3G23030	3	8180646	8182095	-	1450	3346	442	897	530	661	256
gene:AT3G23050	3	8194606	8197161	+	2556	491	251	623	73	309	59
gene:AT3G23060	3	8200636	8203335	+	2700	0	0	0	0	0	1
gene:AT3G23070	3	8203393	8207419	+	4027	258	154	36	302	458	253
gene:AT3G23080	3	8207287	8209329	-	2043	367	85	166	199	479	44
gene:AT3G23090	3	8214289	8217206	-	2918	162	6	19	8	25	13
gene:AT3G23100	3	8220682	8226400	+	5719	414	194	193	219	236	233
gene:AT3G23110	3	8222364	8224871	-	2508	327	192	88	161	163	167
gene:AT3G23120	3	8227222	8229619	-	2398	851	137	95	13	4	1
gene:AT3G23122	3	8234261	8234588	+	328	431	76	55	1	0	0
gene:AT3G23123	3	8234314	8234559	-	246	324	75	53	1	0	0
gene:AT3G23130	3	8242256	8243372	+	1117	0	0	4	0	1	0
gene:AT3G23140	3	8250519	8251483	+	965	0	0	0	1	0	0
gene:AT3G23145	3	8252138	8253196	+	1059	0	0	0	0	0	0
gene:AT3G23150	3	8254559	8257888	+	3330	35	29	103	100	74	40
gene:AT3G23160	3	8259774	8262089	-	2316	661	160	132	81	116	144
gene:AT3G23165	3	8264650	8265060	-	411	0	0	0	0	0	0
gene:AT3G23167	3	8266218	8266585	-	368	0	0	0	0	0	0
gene:AT3G23170	3	8267920	8268961	-	1042	613	198	39	285	251	179
gene:AT3G23172	3	8272138	8272657	-	520	0	0	0	0	0	0
gene:AT3G23175	3	8273772	8275565	-	1794	8	0	0	24	23	1
gene:AT3G23180	3	8276808	8278561	+	1754	0	0	0	0	0	0
gene:AT3G23190	3	8279271	8280912	+	1642	61	2	6	2	15	0
gene:AT3G23200	3	8281338	8282786	+	1449	126	10	4	58	21	25
gene:AT3G23210	3	8283003	8285081	-	2079	0	0	8	70	70	55
gene:AT3G23220	3	8287942	8288602	+	661	300	158	65	0	0	0
gene:AT3G23230	3	8289379	8290164	-	786	594	155	100	0	3	1
gene:AT3G23240	3	8295617	8296604	+	988	575	56	148	5	0	0
gene:AT3G23245	3	8300381	8300833	-	453	0	0	0	0	0	0
gene:AT3G23250	3	8309209	8310910	+	1702	5146	1120	1528	5	13	0
gene:AT3G23255	3	8311722	8313125	+	1404	2	17	13	41	71	38
gene:AT3G23260	3	8313334	8314575	+	1242	0	0	0	18	5	26
gene:AT3G23270	3	8316218	8320487	+	4270	0	0	0	0	0	0
gene:AT3G23280	3	8321329	8324477	+	3149	2132	498	585	519	516	204
gene:AT3G23290	3	8326628	8328557	+	1930	0	27	0	0	7	0
gene:AT3G23300	3	8332797	8336235	+	3439	1168	313	365	475	719	211
gene:AT3G23310	3	8338871	8343737	+	4867	1374	113	235	584	733	412
gene:AT3G23320	3	8344629	8345204	+	576	0	0	0	0	2	0
gene:AT3G23325	3	8345770	8347142	+	1373	271	125	59	23	116	7
gene:AT3G23330	3	8347127	8349514	+	2388	0	4	54	110	50	17
gene:AT3G23340	3	8350803	8354021	+	3219	132	51	8	19	97	3
gene:AT3G23350	3	8354077	8355410	+	1334	0	0	0	0	0	0
gene:AT3G23360	3	8355238	8356393	-	1156	0	0	0	0	0	0
gene:AT3G23370	3	8357569	8361171	+	3603	16	0	5	2	41	32
gene:AT3G23380	3	8373375	8375098	+	1724	0	0	0	1	6	0
gene:AT3G23390	3	8375333	8376436	+	1104	999	119	295	405	766	287
gene:AT3G23400	3	8376444	8378364	-	1921	967	148	193	409	528	401
gene:AT3G23410	3	8382672	8386181	+	3510	31	1	38	29	13	0
gene:AT3G23420	3	8386273	8387366	-	1094	0	0	0	0	0	0
gene:AT3G23430	3	8387398	8393467	-	6070	21	2	1	15	85	11
gene:AT3G23440	3	8404062	8405289	-	1228	71	0	15	5	24	32
gene:AT3G23450	3	8410048	8412213	+	2166	44	73	404	57	65	41
gene:AT3G23460	3	8412319	8414376	+	2058	0	4	1	1	0	0
gene:AT3G23470	3	8414616	8418784	+	4169	0	0	0	3	0	0
gene:AT3G23480	3	8418778	8422975	+	4198	86	5	33	130	119	29
gene:AT3G23490	3	8422649	8424652	-	2004	498	154	119	496	532	244
gene:AT3G23510	3	8427557	8433340	+	5784	169	0	0	11	0	7
gene:AT3G23530	3	8436436	8442847	+	6412	704	286	167	341	525	177
gene:AT3G23540	3	8443233	8448341	+	5109	821	44	99	235	282	136
gene:AT3G23550	3	8448273	8450799	-	2527	1896	671	1503	7	12	13
gene:AT3G23560	3	8453903	8456708	-	2806	0	24	0	0	1	12
gene:AT3G23570	3	8457767	8459990	-	2224	1022	500	425	196	330	107
gene:AT3G23580	3	8459838	8462815	+	2978	183	153	152	87	232	52
gene:AT3G23590	3	8467398	8473627	+	6230	1470	460	399	1002	1447	815
gene:AT3G23600	3	8473627	8476024	+	2398	897	233	337	575	794	238
gene:AT3G23605	3	8476482	8477392	+	911	105	0	207	46	116	4
gene:AT3G23610	3	8477800	8479877	+	2078	6	52	0	79	28	30
gene:AT3G23620	3	8480025	8482222	+	2198	1943	438	378	96	236	84
gene:AT3G23630	3	8488695	8490266	+	1572	0	0	0	0	0	0
gene:AT3G23633	3	8496440	8497281	-	842	0	0	2	0	0	0
gene:AT3G23635	3	8497679	8498390	-	712	0	0	0	0	0	0
gene:AT3G23637	3	8499727	8499888	-	162	0	0	0	0	0	0
gene:AT3G23640	3	8501556	8509649	+	8094	703	285	90	234	253	67
gene:AT3G23650	3	8510689	8511196	-	508	0	0	0	0	0	0
gene:AT3G23660	3	8513453	8517944	-	4492	475	86	122	181	318	172
gene:AT3G23670	3	8519136	8525289	+	6154	68	34	27	121	206	101
gene:AT3G23680	3	8526366	8527173	-	808	0	0	0	0	0	0
gene:AT3G23685	3	8527239	8528317	+	1079	0	0	0	0	0	0
gene:AT3G23690	3	8528609	8531358	-	2750	188	75	242	375	554	277
gene:AT3G23700	3	8531374	8533834	-	2461	609	103	252	574	952	476
gene:AT3G23710	3	8533848	8536541	+	2694	98	0	36	105	197	93
gene:AT3G23715	3	8536850	8537273	+	424	0	0	0	0	0	0
gene:AT3G23727	3	8544798	8545613	+	816	0	0	0	0	0	0
gene:AT3G23730	3	8550037	8551403	+	1367	171	30	113	361	369	40
gene:AT3G23740	3	8551772	8554839	-	3068	488	45	94	93	226	25
gene:AT3G23750	3	8558060	8561766	+	3707	1189	460	504	1212	1219	652
gene:AT3G23760	3	8562745	8564717	-	1973	75	98	12	194	251	143
gene:AT3G23770	3	8565494	8567496	+	2003	0	0	0	0	0	0
gene:AT3G23780	3	8567572	8574209	-	6638	236	60	88	498	447	228
gene:AT3G23790	3	8575051	8581331	+	6281	59	49	17	14	56	53
gene:AT3G23800	3	8581446	8583987	+	2542	0	2	0	2	0	0
gene:AT3G23805	3	8586359	8587271	+	913	20	0	23	103	162	47
gene:AT3G23810	3	8587622	8589754	-	2133	2063	628	727	1112	1222	782
gene:AT3G23820	3	8603212	8605810	+	2599	3712	1007	927	1587	2570	874
gene:AT3G23830	3	8606429	8608297	-	1869	41	45	58	174	202	44
gene:AT3G23840	3	8610979	8612742	+	1764	0	0	2	13	30	6
gene:AT3G23860	3	8616804	8619285	-	2482	1	0	0	0	0	0
gene:AT3G23870	3	8619192	8621949	+	2758	2	0	0	7	15	32
gene:AT3G23880	3	8621986	8623214	-	1229	0	0	27	24	119	141
gene:AT3G23890	3	8624636	8631392	+	6757	1418	214	219	936	855	431
gene:AT3G23900	3	8631482	8636066	-	4585	698	368	235	377	542	244
gene:AT3G23910	3	8636331	8639580	-	3250	67	19	0	99	104	11
gene:AT3G23920	3	8641181	8644449	+	3269	645	250	136	238	290	99
gene:AT3G23930	3	8646746	8647947	+	1202	0	0	0	10	0	0
gene:AT3G23940	3	8648669	8652605	+	3937	924	198	295	782	1207	624
gene:AT3G23950	3	8652908	8654164	-	1257	0	0	0	0	0	0
gene:AT3G23955	3	8655023	8657439	-	2417	0	0	19	0	0	0
gene:AT3G23960	3	8657736	8658980	+	1245	0	0	0	2	0	0
gene:AT3G23970	3	8660447	8661688	-	1242	0	0	0	0	0	9
gene:AT3G23980	3	8662413	8668040	-	5628	1419	281	390	374	423	191
gene:AT3G23990	3	8668772	8672578	+	3807	826	530	608	784	714	272
gene:AT3G24000	3	8672718	8674881	+	2164	156	7	16	93	75	6
gene:AT3G24010	3	8675905	8678286	-	2382	67	14	181	102	97	51
gene:AT3G24020	3	8678678	8679656	+	979	23	0	0	1	3	3
gene:AT3G24030	3	8679819	8680905	-	1087	242	2	27	74	95	51
gene:AT3G24040	3	8680877	8683289	-	2413	447	35	27	272	496	102
gene:AT3G24050	3	8685739	8687726	+	1988	1901	570	762	793	886	288
gene:AT3G24060	3	8689589	8690032	-	444	0	0	0	0	0	0
gene:AT3G24065	3	8690574	8691155	-	582	0	1	0	0	13	0
gene:AT3G24068	3	8692191	8692676	-	486	0	0	0	0	0	0
gene:AT3G24070	3	8693061	8694770	+	1710	230	32	40	163	143	91
gene:AT3G24080	3	8694867	8697142	-	2276	4616	1067	1669	551	656	420
gene:AT3G24090	3	8697685	8701052	-	3368	252	2	36	12	64	21
gene:AT3G24093	3	8701322	8702466	-	1145	0	0	0	0	0	0
gene:AT3G24100	3	8703220	8704311	+	1092	332	148	275	392	355	140
gene:AT3G24110	3	8704208	8705550	-	1343	100	27	16	6	117	3
gene:AT3G24120	3	8705608	8708336	-	2729	13	60	6	91	145	57
gene:AT3G24130	3	8711663	8713424	-	1762	0	0	0	0	0	0
gene:AT3G24140	3	8715118	8718211	-	3094	241	104	86	203	368	195
gene:AT3G24150	3	8724097	8725986	-	1890	1	70	14	47	81	42
gene:AT3G24160	3	8726056	8729427	+	3372	1685	461	452	1254	1079	547
gene:AT3G24170	3	8729354	8734624	-	5271	1634	539	671	620	584	193
gene:AT3G24180	3	8734611	8741819	-	7209	1516	597	625	451	490	328
gene:AT3G24190	3	8743113	8747901	+	4789	84	83	120	317	287	172
gene:AT3G24200	3	8747831	8751685	-	3855	119	97	47	129	160	66
gene:AT3G24210	3	8753385	8756151	-	2767	1	1	0	1	1	1
gene:AT3G24220	3	8761419	8763303	+	1885	0	1	0	0	1	0
gene:AT3G24225	3	8768846	8769695	+	850	0	0	0	0	0	0
gene:AT3G24230	3	8774541	8777612	+	3072	0	38	0	1	11	0
gene:AT3G24240	3	8780238	8784453	+	4216	0	1	0	0	7	1
gene:AT3G24250	3	8786689	8787391	+	703	0	0	0	0	0	0
gene:AT3G24255	3	8788814	8793371	+	4558	0	0	9	0	29	9
gene:AT3G24260	3	8793837	8794961	-	1125	0	0	0	0	0	0
gene:AT3G24270	3	8796541	8797031	-	491	0	0	0	0	0	0
