,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:AT1G64150,101.2501869,-2.715549746,0.896891662,-3.027734408,0.002463945,0.013706942
gene:AT5G66440,84.06923644,-2.712742756,1.035483079,-2.619784726,0.008798529,0.039661378
gene:AT5G13720,101.1200575,-2.711710137,0.588936299,-4.604420108,4.13616759991562e-06,4.82502751291974e-05
gene:AT1G80870,172.3149546,-2.709838527,0.968463234,-2.79808095,0.005140723,0.025469403
gene:AT4G38860,58.35172025,-2.709638173,0.91056783,-2.975767519,0.002922563,0.015810426
gene:AT4G35950,125.0015689,-2.706517153,0.686619298,-3.941801755,8.08718081154949e-05,0.000699605
gene:AT2G33255,111.6089237,-2.703988578,0.920412631,-2.937800379,0.003305498,0.017575752
gene:AT4G14830,109.7476563,-2.692479828,0.869624215,-3.096141738,0.001960566,0.011268212
gene:AT5G59020,70.44322528,-2.685923533,0.924405779,-2.905567656,0.003665876,0.019179336
gene:AT5G16000,227.310631,-2.685397683,0.465733273,-5.765956264,8.11961157149714e-09,1.41820583963863e-07
gene:AT4G18380,55.13570101,-2.681580016,0.865470064,-3.098408746,0.001945629,0.011209058
gene:AT1G69360,124.3608294,-2.677445716,0.770681385,-3.474127918,0.000512517,0.003567783
gene:AT4G03205,136.2576918,-2.676992644,0.699758452,-3.825595297,0.000130456,0.001078156
gene:AT1G44110,109.6069153,-2.673585586,0.851418916,-3.140152908,0.001688597,0.00994861
gene:AT3G50920,31.52079195,-2.670846995,1.014248218,-2.633326781,0.008455295,0.038367344
gene:AT3G12110,102.6611691,-2.669559835,0.902540874,-2.957827078,0.003098159,0.016639325
gene:AT2G41200,60.92919628,-2.6655644,0.776652223,-3.432120993,0.00059888,0.00406032
gene:AT2G45200,89.37501376,-2.661450261,0.919604705,-2.894124233,0.003802177,0.019748989
gene:AT4G37750,163.4467101,-2.652650148,0.642186328,-4.130654972,3.61731145884722e-05,0.000342816
gene:AT4G18340,87.67716424,-2.641163581,0.658952863,-4.008122176,6.12034573902297e-05,0.000547259
gene:AT5G53160,553.4108251,-2.639621703,0.408213035,-6.466284701,1.00441762150567e-10,2.13624645068963e-09
gene:AT5G19190,212.346982,-2.636109043,0.562231419,-4.688654803,2.75006838254468e-06,3.30214075029445e-05
gene:AT2G42770,84.91340171,-2.632728552,0.949060525,-2.774036515,0.005536546,0.026988044
gene:AT1G62180,849.9574495,-2.628720874,0.465564663,-5.646306697,1.63931292596375e-08,2.71506521339529e-07
gene:AT4G05330,86.65613872,-2.626678252,0.740552755,-3.546915781,0.000389769,0.00282998
gene:AT2G23610,113.207379,-2.622076767,0.724050784,-3.621398976,0.000293014,0.002193675
gene:AT1G62830,79.00651288,-2.611355615,0.891141948,-2.930347539,0.003385831,0.017894144
gene:AT4G15680,207.9461223,-2.611284054,0.636676439,-4.101430325,4.10604148321259e-05,0.000382821
gene:AT5G06340,155.4383583,-2.60436884,0.747068627,-3.486117269,0.000490086,0.003439
gene:AT1G20540,62.71968674,-2.602576042,0.941145081,-2.765329272,0.005686536,0.027528786
gene:AT5G23050,1022.750401,-2.598124146,0.423218716,-6.13896325,8.30617783264556e-10,1.61004341311945e-08
gene:AT3G05410,117.2199904,-2.595631567,0.588693491,-4.40913923,1.03782290301044e-05,0.000111473
gene:AT1G70470,157.7326216,-2.595528613,0.481082992,-5.395178499,6.84554641272237e-08,1.03668825611393e-06
gene:AT5G01370,187.9543513,-2.593783592,0.884688224,-2.93186178,0.003369367,0.017816915
gene:AT1G72416,141.9268895,-2.589761728,0.604204736,-4.286232091,1.81729127512896e-05,0.000185271
gene:AT3G27050,81.39563119,-2.587154324,0.954742671,-2.709792284,0.006732536,0.031660847
gene:AT3G09580,105.6403797,-2.578877174,0.793410978,-3.250367395,0.00115256,0.007200772
gene:AT1G10657,80.2815853,-2.576865351,0.984117702,-2.618452393,0.008832962,0.039779327
gene:AT5G04470,85.53623856,-2.573100436,0.66984284,-3.841349467,0.00012236,0.001020442
gene:AT1G04640,90.06088943,-2.563131759,0.673398914,-3.80626061,0.000141084,0.001158171
gene:AT5G63530,628.9840006,-2.56279698,0.325210732,-7.880419456,3.26283889690314e-15,1.04671871812653e-13
gene:AT2G21970,228.5077765,-2.561550478,0.613362395,-4.176243112,2.96363079915035e-05,0.00028723
gene:AT3G55170,80.92036993,-2.560511855,0.956444239,-2.677115665,0.007425899,0.034392135
gene:AT5G18690,138.0344964,-2.553626456,0.744920785,-3.42805102,0.000607931,0.004114437
gene:AT1G16570,43.38065385,-2.552476552,0.876985219,-2.910512625,0.003608364,0.01891443
gene:AT3G60620,105.8000555,-2.552251018,0.665955875,-3.832462651,0.000126867,0.001053466
gene:AT1G63480,78.11952683,-2.545426035,0.747865462,-3.403588164,0.000665069,0.004446425
gene:AT1G79700,162.7040857,-2.543852886,0.769952045,-3.303910813,0.000953462,0.006121491
gene:AT3G07640,79.98119962,-2.543234899,0.870469762,-2.921680923,0.00348148,0.018334207
gene:AT4G14540,135.9152797,-2.541446363,0.535754927,-4.743673341,2.09877189760176e-06,2.56347791077652e-05
gene:AT3G09980,529.8867954,-2.541051335,0.403383839,-6.29933847,2.98918623204653e-10,6.08201443915768e-09
gene:AT4G00150,361.4923715,-2.539408852,0.450092455,-5.641971612,1.68113823161752e-08,2.77042368854229e-07
gene:AT3G50780,211.9260055,-2.535880506,0.632891738,-4.006815626,6.15428666230899e-05,0.000549433
gene:AT3G63120,100.2026358,-2.534127495,0.609889958,-4.155056929,3.25206561078891e-05,0.000311577
gene:AT3G10525,98.99060808,-2.533765514,0.621501308,-4.076846634,4.565058124674e-05,0.00042002
gene:AT4G32970,84.58553582,-2.533353347,0.907783931,-2.790700805,0.005259406,0.025963851
gene:AT1G49010,174.3131404,-2.531024963,0.695954085,-3.636770037,0.000276078,0.002084721
gene:AT5G01600,1730.040818,-2.528134514,0.206443462,-12.24613504,1.76194676925389e-34,1.77559955050256e-32
gene:AT3G20680,148.7372152,-2.526393754,0.805295078,-3.137227364,0.001705538,0.010023877
gene:AT5G14390,151.5931179,-2.524820129,0.743602172,-3.395391009,0.000685307,0.004561127
gene:AT5G48545,83.14745632,-2.523364994,0.693101308,-3.640687106,0.000271911,0.002062156
gene:AT2G35830,108.7736398,-2.516794519,0.564473657,-4.458657175,8.24747090391598e-06,8.99928117678995e-05
gene:AT5G21326,218.0704162,-2.514020593,0.837471885,-3.001916408,0.002682858,0.014707963
gene:AT5G11950,207.8310507,-2.512731278,0.502528522,-5.000176443,5.72778733125097e-07,7.63493424874783e-06
gene:AT1G60000,220.9135182,-2.50522603,0.631779845,-3.965346552,7.32893882485397e-05,0.000642676
gene:AT1G02705,81.76539291,-2.502974924,0.895951066,-2.793651372,0.005211663,0.025763514
gene:AT2G32010,146.5350731,-2.492432168,0.636740653,-3.914360037,9.06442979116404e-05,0.000775432
gene:AT4G27650,93.05184389,-2.484145353,0.841355911,-2.952549952,0.003151611,0.016874048
gene:AT1G48355,194.0177258,-2.483048676,0.951290859,-2.610188725,0.009049228,0.040572921
gene:AT5G51350,154.5261946,-2.483041628,0.677607753,-3.664423285,0.000247897,0.001902517
gene:AT5G19120,411.8501745,-2.481134951,0.501151712,-4.950865959,7.38839807604315e-07,9.60891122754585e-06
gene:AT4G16141,163.4247688,-2.478763978,0.461528245,-5.370774174,7.83993369220511e-08,1.18355328398089e-06
gene:AT2G21650,107.2485791,-2.476692035,0.880881396,-2.811606698,0.004929474,0.024593705
gene:AT3G15680,432.9578354,-2.476130795,0.468385102,-5.286527656,1.2465997688204e-07,1.82885307547676e-06
gene:AT3G55630,299.1995123,-2.472992228,0.430813816,-5.740280693,9.45197528681996e-09,1.63313842298663e-07
gene:AT1G54730,56.75986574,-2.469373859,0.917149684,-2.692443666,0.007093052,0.033097469
gene:AT1G12450,85.75965745,-2.464503242,0.664577488,-3.708376052,0.000208593,0.001630785
gene:AT4G14096,131.0342495,-2.462454792,0.947164177,-2.599818333,0.009327312,0.041529518
gene:AT5G19530,616.9838765,-2.460859039,0.337211515,-7.297672016,2.92789286826125e-13,7.80555151361393e-12
gene:AT5G14090,98.14102875,-2.459759128,0.899010814,-2.736072905,0.006217725,0.029645472
gene:AT1G07870,56.13599503,-2.453308255,0.962101713,-2.549946875,0.010773934,0.04659103
gene:AT4G14890,279.4453034,-2.45090655,0.429704173,-5.70370665,1.17229759842636e-08,1.99332015675889e-07
gene:AT2G24150,186.2795427,-2.450058599,0.499626013,-4.903785098,9.40073354764655e-07,1.2046958676771e-05
gene:AT3G48740,4512.909192,-2.442946746,0.282946927,-8.63393985,5.92741770798173e-18,2.38185670236393e-16
gene:AT5G17170,499.1091095,-2.431229424,0.361621058,-6.723141168,1.77848122750588e-11,4.09966546910577e-10
gene:AT5G08350,109.3941291,-2.423821308,0.941462494,-2.574527741,0.010037704,0.044090762
gene:AT1G17100,230.3578392,-2.422684288,0.474924213,-5.101201877,3.37503325370297e-07,4.65682007650716e-06
gene:AT5G51970,510.8934042,-2.421812502,0.48874239,-4.95519225,7.2258807582191e-07,9.42301848470198e-06
gene:AT3G21610,102.1701244,-2.418077273,0.797716228,-3.031249946,0.002435436,0.013583675
gene:AT3G28455,48.7070004,-2.417737559,0.951087935,-2.542075732,0.011019629,0.047461586
gene:AT5G23810,125.9723946,-2.413141113,0.569251109,-4.239150483,2.24367225316135e-05,0.000223647
gene:AT2G41020,66.51493069,-2.408045602,0.761049006,-3.164113721,0.00155556,0.009281283
gene:AT1G79840,197.4752653,-2.403312102,0.532827625,-4.510487045,6.46789515038676e-06,7.24223652441212e-05
gene:AT1G18250,109.5439797,-2.401838633,0.73309391,-3.276304168,0.001051752,0.006643954
gene:AT2G43340,108.8258815,-2.394486227,0.875942442,-2.733611378,0.006264393,0.029853192
gene:AT1G09200,161.7268495,-2.394140286,0.819207432,-2.922508015,0.003472247,0.018295595
gene:AT4G27730,86.9789735,-2.394018637,0.725428563,-3.300143889,0.000966353,0.006189802
gene:AT2G34510,150.0230928,-2.393910568,0.505375214,-4.736897463,2.17014894588301e-06,2.64039361000987e-05
gene:AT2G20100,134.0424138,-2.392639289,0.693360799,-3.450785353,0.000558958,0.003835587
gene:AT2G24230,167.3383715,-2.382432607,0.513868286,-4.636270947,3.54750898297801e-06,4.18653911124222e-05
gene:AT5G19210,64.28606353,-2.378687871,0.751146738,-3.166741929,0.001541571,0.009209234
gene:AT1G71340,78.26816891,-2.366393125,0.935809546,-2.528712316,0.011448182,0.049033068
gene:AT5G59970,115.3454186,-2.365306079,0.648165173,-3.649233526,0.000263024,0.002002644
gene:AT2G37470,125.6058303,-2.364939876,0.785931881,-3.009090142,0.002620314,0.014455659
gene:AT3G15810,109.9814522,-2.363902666,0.677040349,-3.491524055,0.000480273,0.003378764
gene:AT5G42990,154.0117927,-2.363804237,0.87140173,-2.712645793,0.006674841,0.031443305
gene:AT3G42150,94.56149991,-2.361375285,0.638992532,-3.695466171,0.000219484,0.001707608
gene:AT5G02260,411.1318563,-2.361364024,0.448788411,-5.261642159,1.42774434915059e-07,2.07562109006424e-06
gene:AT2G44670,296.1014124,-2.358491129,0.434336996,-5.430094946,5.63240782106645e-08,8.63845304700295e-07
gene:AT1G13640,194.2292069,-2.356515617,0.604509298,-3.898228902,9.68988003081446e-05,0.000823447
gene:AT3G04160,51.27174832,-2.356176005,0.910872083,-2.586725456,0.009689276,0.042853673
gene:AT1G56210,137.3930472,-2.3477304,0.623927635,-3.762824834,0.000168005,0.001353603
gene:AT1G78510,110.011046,-2.346559892,0.63030142,-3.722917032,0.000196934,0.001551613
gene:AT4G30980,74.26991389,-2.342173436,0.705972907,-3.317653431,0.00090777,0.005857447
gene:AT4G31910,56.57470887,-2.341140294,0.811860929,-2.883671587,0.003930684,0.020305371
gene:AT3G54090,162.6712499,-2.332708488,0.523013118,-4.4601338,8.19085010694886e-06,8.94256851154575e-05
gene:AT5G02030,91.38617144,-2.330607734,0.655008987,-3.558130928,0.000373503,0.00272671
gene:AT3G29130,90.81943065,-2.329342562,0.774833022,-3.00625102,0.002644906,0.014562112
gene:AT3G61310,117.0163263,-2.32593406,0.659971162,-3.524296504,0.000424609,0.003037113
gene:AT1G29260,129.0108151,-2.324498016,0.740914119,-3.137337995,0.001704895,0.010023156
gene:AT2G24762,413.9560786,-2.322493531,0.487518753,-4.763906041,1.89880947671168e-06,2.34133791209137e-05
gene:AT5G23920,222.4772888,-2.321994928,0.417324158,-5.564007935,2.63647950115492e-08,4.24305664199247e-07
gene:AT3G15450,1690.47397,-2.32004325,0.312504687,-7.424027059,1.13611933739791e-13,3.18775874726458e-12
gene:AT5G12900,102.4907018,-2.320033583,0.565480236,-4.10276688,4.08238530148948e-05,0.000381075
gene:AT5G17270,66.48522626,-2.319524034,0.800952003,-2.895958842,0.00378002,0.019653652
gene:AT5G54250,117.2054559,-2.319349624,0.846557343,-2.739743082,0.006148723,0.029418498
gene:AT1G15970,98.89446421,-2.314839559,0.653584534,-3.541759999,0.000397467,0.002876107
gene:AT2G20020,142.5087836,-2.314782538,0.754692248,-3.067187378,0.002160834,0.012243663
gene:AT1G08210,66.75226534,-2.314583903,0.750132643,-3.085566167,0.00203165,0.011614257
gene:AT5G38430,2919.175857,-2.301501805,0.264483629,-8.701868676,3.26463244554661e-18,1.34268472888635e-16
gene:AT5G17640,117.6571345,-2.298314174,0.775114652,-2.965128022,0.00302557,0.016298956
gene:AT5G16590,280.8916155,-2.295090586,0.41161964,-5.575755782,2.46457483240124e-08,3.97970942735395e-07
gene:AT4G24780,454.382953,-2.293677669,0.399083405,-5.747364191,9.06453521616441e-09,1.57183940397056e-07
gene:AT3G42630,91.90972054,-2.290519242,0.856716459,-2.673602471,0.007504135,0.034696033
gene:AT1G77990,208.3801614,-2.28697244,0.493610838,-4.633148761,3.6014554947635e-06,4.24759898058872e-05
gene:AT2G26760,67.03102148,-2.286539023,0.845036278,-2.70584717,0.006813039,0.031976928
gene:AT2G43360,148.8486468,-2.280629978,0.667224973,-3.418082462,0.00063064,0.004248708
gene:AT5G16540,102.811706,-2.279981358,0.897807396,-2.539499416,0.011101123,0.047780505
gene:AT5G48360,70.52754641,-2.27657465,0.760134192,-2.994964143,0.002744771,0.014979119
gene:AT2G22122,74.000477,-2.275514675,0.799817818,-2.845041237,0.004440567,0.022497518
gene:AT3G48500,297.1349197,-2.273917009,0.661437594,-3.437840588,0.000586373,0.003988164
gene:AT5G24165,360.3001639,-2.269944703,0.381395676,-5.951679177,2.65405245755322e-09,4.87454214723133e-08
gene:AT3G10527,84.61425216,-2.267438613,0.660198639,-3.434479379,0.000593693,0.004033677
gene:AT1G78100,166.1347636,-2.264836785,0.547160601,-4.139254142,3.48436788489468e-05,0.000331851
gene:AT3G45930,112.1559676,-2.26287596,0.736460552,-3.072637027,0.002121764,0.01207204
gene:AT5G44680,1002.364782,-2.262741933,0.275817818,-8.203755464,2.32991790383263e-16,8.10963106925324e-15
gene:AT1G14700,113.8728264,-2.257659564,0.82478508,-2.737270132,0.00619514,0.029559755
gene:AT1G08660,104.0980486,-2.253774262,0.680802945,-3.310464914,0.000931411,0.005993917
gene:AT2G38970,234.6856938,-2.253584377,0.800185816,-2.816326322,0.00485763,0.024304565
gene:AT4G34530,446.621231,-2.252096913,0.5605678,-4.017528141,5.88118138679482e-05,0.000529047
gene:AT3G25980,89.39352869,-2.251889701,0.772343969,-2.915656484,0.003549411,0.01864603
gene:AT5G41220,75.26578653,-2.250141242,0.88075448,-2.5547883,0.01062524,0.046146145
gene:AT4G15690,319.9481252,-2.249133078,0.535061208,-4.203506151,2.62812006539034e-05,0.000257304
gene:AT1G50120,183.7527143,-2.246821934,0.644266511,-3.487410714,0.000487722,0.003426156
gene:AT2G02710,219.8974928,-2.246801218,0.592523316,-3.79192035,0.000149487,0.001218172
gene:AT1G23340,108.3561041,-2.246682081,0.629519272,-3.568885309,0.000358503,0.002630756
gene:AT1G03410,109.6944315,-2.246617566,0.725243237,-3.097743559,0.001950001,0.011224168
gene:AT5G59050,59.59621692,-2.245985127,0.811565461,-2.76747254,0.00564928,0.02739793
gene:AT4G32360,73.89740167,-2.244720357,0.858429584,-2.614914955,0.008924968,0.040118584
gene:AT2G18560,96.57368705,-2.241860647,0.621482931,-3.607276301,0.000309428,0.002308478
gene:AT4G39620,144.5931196,-2.239242881,0.68039708,-3.291082438,0.000998027,0.006360933
gene:AT1G35460,111.7283042,-2.234178697,0.783972932,-2.849816118,0.004374451,0.022233809
gene:AT2G15830,61.98580399,-2.225455207,0.810139579,-2.747002203,0.006014273,0.02888643
gene:AT2G03310,100.2035584,-2.22480547,0.687079406,-3.238061641,0.001203448,0.007489159
gene:AT5G20630,1148.519069,-2.222754569,0.361927413,-6.141437445,8.17780306621856e-10,1.58835876305323e-08
gene:AT2G21860,105.9517374,-2.219243887,0.861136187,-2.577111402,0.009962984,0.043822556
gene:AT1G08125,55.18776292,-2.218867328,0.869477456,-2.551954983,0.010712036,0.046396324
gene:AT5G66560,124.2581574,-2.21437372,0.538713196,-4.110487244,3.9482509339167e-05,0.000371437
gene:AT3G10270,173.6439145,-2.209835357,0.551369045,-4.007906096,6.12594670362665e-05,0.000547411
gene:AT3G48185,81.39846729,-2.209310979,0.779856782,-2.832970144,0.004611769,0.023209178
gene:AT2G05310,269.5432372,-2.201496042,0.477773217,-4.607826404,4.06900150200604e-06,4.75243573486725e-05
gene:AT4G38160,199.6594507,-2.199160193,0.844990845,-2.60258464,0.009252397,0.041262777
gene:AT2G40300,197.5957602,-2.198035923,0.646127473,-3.401861113,0.000669286,0.00446841
gene:AT1G29980,68.41260921,-2.193223636,0.754197198,-2.908024109,0.003637203,0.019050036
gene:AT5G06690,362.5088108,-2.188481007,0.528390868,-4.141784313,3.44614343222854e-05,0.000328699
gene:AT5G10460,88.83964267,-2.187857258,0.698980851,-3.130067521,0.001747661,0.010243296
gene:AT1G77090,84.57350995,-2.187386373,0.830019388,-2.635343709,0.008405212,0.038201541
gene:AT2G05210,150.2092069,-2.180051127,0.768167081,-2.837990823,0.004539849,0.022893112
gene:AT4G34540,469.1320737,-2.174835486,0.56030194,-3.881541956,0.000103796,0.000876259
gene:AT1G58180,125.474242,-2.17439413,0.776832085,-2.79905294,0.005125273,0.025405939
gene:AT3G29670,267.1120834,-2.170570452,0.43670216,-4.970368024,6.68259357936143e-07,8.79197274200606e-06
gene:AT5G45040,75.74673547,-2.167475362,0.830938263,-2.608467389,0.009094868,0.040711166
gene:AT1G08880,281.0161898,-2.162823781,0.37970782,-5.696021165,1.22635660355748e-08,2.07424533438264e-07
gene:AT1G36390,156.7002062,-2.158436853,0.830458855,-2.599089454,0.009347141,0.041608181
gene:AT3G09050,113.4877924,-2.158149943,0.723329086,-2.983634953,0.002848464,0.015461713
gene:AT4G24940,65.09515001,-2.155585039,0.777083818,-2.773941483,0.005538164,0.026988044
gene:AT2G28305,238.914279,-2.150563469,0.520543748,-4.131378925,3.60593604296503e-05,0.000341908
gene:AT1G11440,102.0308032,-2.143435216,0.670771123,-3.195479268,0.001395988,0.008491129
gene:AT1G78020,1499.908249,-2.143186297,0.337450954,-6.351104563,2.13774332583144e-10,4.39138564947742e-09
gene:AT5G52960,130.7200036,-2.14313879,0.61220208,-3.500704851,0.000464029,0.003277666
gene:AT3G49470,357.4210696,-2.140845335,0.462895646,-4.624898404,3.74782055848142e-06,4.39866159205185e-05
gene:AT3G62550,511.2641518,-2.135355954,0.340111845,-6.278393366,3.4208952351685e-10,6.90203265057896e-09
gene:AT4G27760,83.31283181,-2.133519399,0.677167669,-3.150651601,0.001629067,0.009654027
gene:AT5G20580,89.74562351,-2.132719378,0.749184933,-2.846719526,0.004417226,0.022419613
gene:AT3G27360,173.0389003,-2.130796452,0.613516481,-3.473087549,0.000514507,0.00357776
gene:AT3G56090,544.7953401,-2.126663988,0.468551731,-4.538802966,5.65744677216043e-06,6.40933110479953e-05
gene:AT5G36170,226.4388519,-2.125360372,0.564503566,-3.765007875,0.000166544,0.001343519
gene:AT2G05160,90.19412916,-2.125142197,0.763349368,-2.783970599,0.00536979,0.026380225
gene:AT2G28620,151.1327402,-2.125004673,0.839825843,-2.530292072,0.011396761,0.048888982
gene:AT5G09820,131.0313682,-2.124877997,0.774966681,-2.74189594,0.006108569,0.029255471
gene:AT4G34138,539.9006109,-2.120910379,0.417444571,-5.080699392,3.76047789642101e-07,5.14805679589698e-06
gene:AT5G23760,292.3294119,-2.120187868,0.504103632,-4.205857157,2.60094479759632e-05,0.000254903
gene:AT2G28070,127.3249238,-2.119654669,0.784367064,-2.702375924,0.006884587,0.032249827
gene:AT1G55360,308.4595205,-2.119387518,0.57754294,-3.669662237,0.000242871,0.001869166
gene:AT3G14570,507.7955113,-2.112927623,0.326689758,-6.467688601,9.95133002045437e-11,2.12353880525173e-09
gene:AT1G69200,132.8896449,-2.105953927,0.704968584,-2.987301808,0.002814517,0.015311992
gene:AT1G67690,56.12121625,-2.102076405,0.774030907,-2.715752545,0.006612532,0.031195593
gene:AT1G09460,184.8920405,-2.100923314,0.528083771,-3.978390229,6.93834309889576e-05,0.000611489
gene:AT5G18930,155.1350618,-2.099003844,0.700740101,-2.995409911,0.002740762,0.014961485
gene:AT5G48870,82.33565003,-2.097120712,0.720352578,-2.911242045,0.00359995,0.018875468
gene:AT3G53700,170.0527719,-2.095468949,0.53397398,-3.92429037,8.69857661895447e-05,0.000747123
gene:AT5G64600,48.82495232,-2.095051796,0.767244496,-2.730618213,0.006321566,0.030073529
gene:AT1G26190,78.48797553,-2.094515039,0.773609421,-2.707458029,0.006780064,0.031845456
gene:AT4G34560,413.207114,-2.092722885,0.424757396,-4.926866261,8.35589054038405e-07,1.08014896656355e-05
gene:AT2G32500,85.71162177,-2.090511348,0.773751605,-2.70178612,0.006896811,0.032290224
gene:AT2G39000,49.69578405,-2.084951858,0.815167266,-2.55769821,0.010536749,0.045812366
gene:AT5G66470,225.3146947,-2.083684804,0.43192094,-4.824227334,1.40547041318555e-06,1.75932616542643e-05
gene:AT5G61830,80.17541082,-2.079599718,0.819225487,-2.538494896,0.011133043,0.047864375
gene:AT2G18160,299.1428473,-2.079561479,0.727791456,-2.857359015,0.004271824,0.021792754
gene:AT5G40300,65.50409855,-2.077430153,0.797965398,-2.603408819,0.009230182,0.041209317
gene:AT3G01440,124.2444617,-2.069184651,0.715172042,-2.893268376,0.003812554,0.019790732
gene:AT1G56220,2350.330183,-2.067200701,0.265966331,-7.772414991,7.7003682636996e-15,2.39832829028624e-13
gene:AT3G12345,264.9080466,-2.065698693,0.364363484,-5.669335108,1.43352739782582e-08,2.39518536053398e-07
gene:AT1G10960,916.8114963,-2.060802222,0.343141877,-6.005685587,1.90525089836271e-09,3.55696113401411e-08
gene:AT1G55130,90.90555349,-2.059694764,0.742025287,-2.775774358,0.005507041,0.026923935
gene:AT1G49480,234.6400837,-2.058863345,0.398714866,-5.163748637,2.42052692630123e-07,3.42072703946006e-06
gene:AT3G07650,477.4774631,-2.054530433,0.54168596,-3.792844165,0.000148932,0.001214162
gene:AT4G27350,64.40490493,-2.052990228,0.72148105,-2.845522039,0.004433869,0.02247054
gene:AT4G09890,160.601141,-2.052969766,0.539812964,-3.803113122,0.000142889,0.001168861
gene:AT2G28740,234.9402353,-2.05031281,0.612976471,-3.344847488,0.000823278,0.005378975
gene:AT4G40060,138.6872783,-2.050092935,0.5424094,-3.779604361,0.000157078,0.001274097
gene:AT1G69040,366.4793261,-2.050068268,0.48427074,-4.233310206,2.30276526269927e-05,0.000228826
gene:AT1G66840,175.1704766,-2.044019444,0.723522641,-2.825093963,0.004726675,0.023710984
gene:AT1G74880,168.9251067,-2.041718409,0.70163153,-2.909958177,0.003614771,0.018942858
gene:AT4G14270,132.5064137,-2.040631276,0.6526753,-3.126564275,0.001768618,0.01034408
gene:AT1G10470,338.3708102,-2.039228814,0.446695392,-4.565144057,4.99151453585516e-06,5.72566577986532e-05
gene:AT1G33810,141.8880429,-2.0379687,0.507441616,-4.016163901,5.91531241262877e-05,0.000531077
gene:AT5G16650,186.0412731,-2.034432231,0.456040095,-4.461081941,8.15469002034968e-06,8.91320122156108e-05
gene:AT1G27660,181.689055,-2.033379646,0.58424447,-3.48035754,0.000500745,0.00349849
gene:AT2G31070,201.495669,-2.032325304,0.805995945,-2.5215081,0.011685299,0.049860037
gene:AT4G34220,251.2027881,-2.024532208,0.595382062,-3.400391675,0.000672894,0.00448938
gene:AT1G79110,437.8497472,-2.024514416,0.348489974,-5.809390706,6.27006099841407e-09,1.11129036922168e-07
gene:AT5G66770,120.7674996,-2.023433413,0.633551164,-3.193796377,0.001404151,0.008533976
gene:AT2G43900,99.02892457,-2.017522057,0.614369311,-3.283891334,0.001023844,0.00649751
gene:AT3G06850,116.278331,-2.016915088,0.551830401,-3.654954643,0.000257227,0.001964728
gene:AT5G06100,99.17484651,-2.00813049,0.733856388,-2.736407999,0.006211396,0.029622634
gene:AT3G06790,57.86708356,-2.00697666,0.768999604,-2.609853957,0.009058088,0.040591018
gene:AT3G46130,122.3977075,-2.004841008,0.773121903,-2.593175799,0.009509415,0.042203647
gene:AT5G16570,152.9841911,-2.00226446,0.739385459,-2.708011683,0.006768764,0.031802051
gene:AT3G04350,120.6037736,-2.000742494,0.59989417,-3.335159089,0.000852506,0.005543594
gene:AT5G19740,83.86738254,-1.999094342,0.620494666,-3.221775224,0.00127399,0.007859541
gene:AT1G07200,207.3943569,-1.996270088,0.435141869,-4.587630451,4.48305298545081e-06,5.18568532836282e-05
gene:AT5G42720,261.7643804,-1.993792159,0.368828895,-5.40573742,6.45422928124577e-08,9.78967732115198e-07
gene:AT2G32710,142.401321,-1.990440981,0.615381505,-3.234482939,0.001218632,0.007568967
gene:AT1G14720,382.4544148,-1.989691818,0.420473663,-4.732024843,2.22291198730209e-06,2.69947065814451e-05
gene:AT1G72300,222.0806555,-1.986423549,0.583242297,-3.405829034,0.000659635,0.004416226
gene:AT1G78230,77.18737321,-1.982972642,0.759435352,-2.611114477,0.009024768,0.040498194
gene:AT1G03820,151.2012951,-1.982912002,0.775706605,-2.556265462,0.010580237,0.045970293
gene:AT2G02410,116.1204808,-1.981306937,0.735058076,-2.695442716,0.007029516,0.032832839
gene:AT3G62980,454.3436435,-1.979564617,0.340857459,-5.807602466,6.33737678271598e-09,1.12115651023637e-07
gene:AT3G07310,281.0691479,-1.978137697,0.629449681,-3.142646277,0.00167428,0.009876355
gene:AT2G41940,225.6869583,-1.976680355,0.492728919,-4.011699499,6.02832036042547e-05,0.000540191
gene:AT1G02290,56.31294146,-1.975003206,0.780357685,-2.530894797,0.011377197,0.048815934
gene:AT2G43760,202.8211063,-1.969990568,0.48991333,-4.02110016,5.79269665668313e-05,0.000522238
gene:AT4G32290,167.9823053,-1.968934903,0.496817035,-3.963098613,7.39832035093837e-05,0.00064817
gene:AT1G05320,123.6050493,-1.968415473,0.539316946,-3.649830561,0.000262413,0.001998786
gene:AT1G74910,306.2943654,-1.965891469,0.389356335,-5.049080476,4.43941707670774e-07,6.02183931588939e-06
gene:AT1G74940,178.0827186,-1.96311645,0.560672662,-3.501359316,0.000462891,0.003270827
gene:AT1G61240,118.5762364,-1.962514925,0.659129796,-2.977433181,0.00290673,0.015746901
gene:AT2G36380,78.01085278,-1.961717715,0.7719434,-2.54127144,0.011045013,0.047560273
gene:AT5G65360,332.781268,-1.961491485,0.508913693,-3.854271388,0.000116075,0.000972663
gene:AT3G56010,166.0089745,-1.959832434,0.650422236,-3.013169484,0.002585345,0.014295524
gene:AT5G02840,175.3764862,-1.959813672,0.615843472,-3.182324343,0.001460981,0.008807067
gene:AT1G69530,774.0252365,-1.958786496,0.317847726,-6.162656936,7.15343765863562e-10,1.39786160460323e-08
